SETPOINT,ALPHA,BETA,TAS,HOOP_ALPHA,HOOP_BETA,FLT_OMEGA,MT_OMEGA,DWELL_TIME,MAX_TRAVERSE_TIME
4229,30,-15,24,0,0,15000,-5625,10,6
4230,30,-15,24,0,0,15000,3750,10,6
4231,30,-15,24,0,0,15000,5625,10,6
4232,30,-15,24,0,0,15000,7500,10,6
4233,30,15,24,0,0,-15000,-7500,10,6
4234,30,15,24,0,0,-15000,-5625,10,6
4235,30,15,24,0,0,-15000,3750,10,6
4236,30,15,24,0,0,-15000,5625,10,6
4237,30,15,24,0,0,-15000,7500,10,6
4238,30,15,24,0,0,-11250,-7500,10,6
4239,30,15,24,0,0,-11250,-5625,10,6
4240,30,15,24,0,0,-11250,3750,10,6
4241,30,15,24,0,0,-11250,5625,10,6
4242,30,15,24,0,0,-11250,7500,10,6
4243,30,15,24,0,0,7500,-7500,10,6
4244,30,15,24,0,0,7500,-5625,10,6
4245,30,15,24,0,0,7500,3750,10,6
4246,30,15,24,0,0,7500,5625,10,6
4247,30,15,24,0,0,7500,7500,10,6
4248,30,15,24,0,0,11250,-7500,10,6
4249,30,15,24,0,0,11250,-5625,10,6
4250,30,15,24,0,0,11250,3750,10,6
4251,30,15,24,0,0,11250,5625,10,6
4252,30,15,24,0,0,11250,7500,10,6
4253,30,15,24,0,0,15000,-7500,10,6
4254,30,15,24,0,0,15000,-5625,10,6
4255,30,15,24,0,0,15000,3750,10,6
4256,30,15,24,0,0,15000,5625,10,6
4257,30,15,24,0,0,15000,7500,10,6
4258,30,45,24,0,0,-15000,-7500,10,6
4259,30,45,24,0,0,-15000,-5625,10,6
4260,30,45,24,0,0,-15000,3750,10,6
4261,30,45,24,0,0,-15000,5625,10,6
4262,30,45,24,0,0,-15000,7500,10,6
4263,30,45,24,0,0,-11250,-7500,10,6
4264,30,45,24,0,0,-11250,-5625,10,6
4265,30,45,24,0,0,-11250,3750,10,6
4266,30,45,24,0,0,-11250,5625,10,6
4267,30,45,24,0,0,-11250,7500,10,6
4268,30,45,24,0,0,7500,-7500,10,6
4269,30,45,24,0,0,7500,-5625,10,6
4270,30,45,24,0,0,7500,3750,10,6
4271,30,45,24,0,0,7500,5625,10,6
4272,30,45,24,0,0,7500,7500,10,6
4273,30,45,24,0,0,11250,-7500,10,6
4274,30,45,24,0,0,11250,-5625,10,6
4275,30,45,24,0,0,11250,3750,10,6
4276,30,45,24,0,0,11250,5625,10,6
4277,30,45,24,0,0,11250,7500,10,6
4278,30,45,24,0,0,15000,-7500,10,6
4279,30,45,24,0,0,15000,-5625,10,6
4280,30,45,24,0,0,15000,3750,10,6
4281,30,45,24,0,0,15000,5625,10,6
4282,30,45,24,0,0,15000,7500,10,6
4283,30,90,24,0,0,-15000,-7500,10,6
4284,30,90,24,0,0,-15000,-5625,10,6
4285,30,90,24,0,0,-15000,3750,10,6
4286,30,90,24,0,0,-15000,5625,10,6
4287,30,90,24,0,0,-15000,7500,10,6
4288,30,90,24,0,0,-11250,-7500,10,6
4289,30,90,24,0,0,-11250,-5625,10,6
4290,30,90,24,0,0,-11250,3750,10,6
4291,30,90,24,0,0,-11250,5625,10,6
4292,30,90,24,0,0,-11250,7500,10,6
4293,30,90,24,0,0,7500,-7500,10,6
4294,30,90,24,0,0,7500,-5625,10,6
4295,30,90,24,0,0,7500,3750,10,6
4296,30,90,24,0,0,7500,5625,10,6
4297,30,90,24,0,0,7500,7500,10,6
4298,30,90,24,0,0,11250,-7500,10,6
4299,30,90,24,0,0,11250,-5625,10,6
4300,30,90,24,0,0,11250,3750,10,6
4301,30,90,24,0,0,11250,5625,10,6
4302,30,90,24,0,0,11250,7500,10,6
4303,30,90,24,0,0,15000,-7500,10,6
4304,30,90,24,0,0,15000,-5625,10,6
4305,30,90,24,0,0,15000,3750,10,6
4306,30,90,24,0,0,15000,5625,10,6
4307,30,90,24,0,0,15000,7500,10,6
4308,45,-60,24,0,0,-15000,-7500,10,6
4309,45,-60,24,0,0,-15000,-5625,10,6
4310,45,-60,24,0,0,-15000,3750,10,6
4311,45,-60,24,0,0,-15000,5625,10,6
4312,45,-60,24,0,0,-15000,7500,10,6
4313,45,-60,24,0,0,-11250,-7500,10,6
4314,45,-60,24,0,0,-11250,-5625,10,6
4315,45,-60,24,0,0,-11250,3750,10,6
4316,45,-60,24,0,0,-11250,5625,10,6
4317,45,-60,24,0,0,-11250,7500,10,6
4318,45,-60,24,0,0,7500,-7500,10,6
4319,45,-60,24,0,0,7500,-5625,10,6
4320,45,-60,24,0,0,7500,3750,10,6
4321,45,-60,24,0,0,7500,5625,10,6
4322,45,-60,24,0,0,7500,7500,10,6
4323,45,-60,24,0,0,11250,-7500,10,6
4324,45,-60,24,0,0,11250,-5625,10,6
4325,45,-60,24,0,0,11250,3750,10,6
4326,45,-60,24,0,0,11250,5625,10,6
4327,45,-60,24,0,0,11250,7500,10,6
4328,45,-60,24,0,0,15000,-7500,10,6
4329,45,-60,24,0,0,15000,-5625,10,6
4330,45,-60,24,0,0,15000,3750,10,6
4331,45,-60,24,0,0,15000,5625,10,6
4332,45,-60,24,0,0,15000,7500,10,6
4333,45,-30,24,0,0,-15000,-7500,10,6
4334,45,-30,24,0,0,-15000,-5625,10,6
4335,45,-30,24,0,0,-15000,3750,10,6
4336,45,-30,24,0,0,-15000,5625,10,6
4337,45,-30,24,0,0,-15000,7500,10,6
4338,45,-30,24,0,0,-11250,-7500,10,6
4339,45,-30,24,0,0,-11250,-5625,10,6
4340,45,-30,24,0,0,-11250,3750,10,6
4341,45,-30,24,0,0,-11250,5625,10,6
4342,45,-30,24,0,0,-11250,7500,10,6
4343,45,-30,24,0,0,7500,-7500,10,6
4344,45,-30,24,0,0,7500,-5625,10,6
4345,45,-30,24,0,0,7500,3750,10,6
4346,45,-30,24,0,0,7500,5625,10,6
4347,45,-30,24,0,0,7500,7500,10,6
4348,45,-30,24,0,0,11250,-7500,10,6
4349,45,-30,24,0,0,11250,-5625,10,6
4350,45,-30,24,0,0,11250,3750,10,6
4351,45,-30,24,0,0,11250,5625,10,6
4352,45,-30,24,0,0,11250,7500,10,6
4353,45,-30,24,0,0,15000,-7500,10,6
4354,45,-30,24,0,0,15000,-5625,10,6
4355,45,-30,24,0,0,15000,3750,10,6
4356,45,-30,24,0,0,15000,5625,10,6
4357,45,-30,24,0,0,15000,7500,10,6
4358,45,0,24,0,0,-15000,-7500,10,6
4359,45,0,24,0,0,-15000,-5625,10,6
4360,45,0,24,0,0,-15000,3750,10,6
4361,45,0,24,0,0,-15000,5625,10,6
4362,45,0,24,0,0,-15000,7500,10,6
4363,45,0,24,0,0,-11250,-7500,10,6
4364,45,0,24,0,0,-11250,-5625,10,6
4365,45,0,24,0,0,-11250,3750,10,6
4366,45,0,24,0,0,-11250,5625,10,6
4367,45,0,24,0,0,-11250,7500,10,6
4368,45,0,24,0,0,7500,-7500,10,6
4369,45,0,24,0,0,7500,-5625,10,6
4370,0,-90,0,0,0,0,0,10,6
4371,0,-75,0,0,0,0,0,10,6
4372,0,-60,0,0,0,0,0,10,6
4373,0,-45,0,0,0,0,0,10,6
4374,0,-30,0,0,0,0,0,10,6
4375,0,-15,0,0,0,0,0,10,6
4376,0,0,0,0,0,0,0,10,6
4377,0,15,0,0,0,0,0,10,6
4378,0,30,0,0,0,0,0,10,6
4379,0,45,0,0,0,0,0,10,6
4380,0,60,0,0,0,0,0,10,6
4381,0,75,0,0,0,0,0,10,6
4382,0,90,0,0,0,0,0,10,6
4383,45,0,24,0,0,7500,3750,10,6
4384,45,0,24,0,0,7500,5625,10,6
4385,45,0,24,0,0,7500,7500,10,6
4386,45,0,24,0,0,11250,-7500,10,6
4387,45,0,24,0,0,11250,-5625,10,6
4388,45,0,24,0,0,11250,3750,10,6
4389,45,0,24,0,0,11250,5625,10,6
4390,45,0,24,0,0,11250,7500,10,6
4391,45,0,24,0,0,15000,-7500,10,6
4392,45,0,24,0,0,15000,-5625,10,6
4393,45,0,24,0,0,15000,3750,10,6
4394,45,0,24,0,0,15000,5625,10,6
4395,45,0,24,0,0,15000,7500,10,6
4396,45,30,24,0,0,-15000,-7500,10,6
4397,45,30,24,0,0,-15000,-5625,10,6
4398,45,30,24,0,0,-15000,3750,10,6
4399,45,30,24,0,0,-15000,5625,10,6
4400,45,30,24,0,0,-15000,7500,10,6
4401,45,30,24,0,0,-11250,-7500,10,6
4402,45,30,24,0,0,-11250,-5625,10,6
4403,45,30,24,0,0,-11250,3750,10,6
4404,45,30,24,0,0,-11250,5625,10,6
4405,45,30,24,0,0,-11250,7500,10,6
4406,45,30,24,0,0,7500,-7500,10,6
4407,45,30,24,0,0,7500,-5625,10,6
4408,45,30,24,0,0,7500,3750,10,6
4409,45,30,24,0,0,7500,5625,10,6
4410,45,30,24,0,0,7500,7500,10,6
4411,45,30,24,0,0,11250,-7500,10,6
4412,45,30,24,0,0,11250,-5625,10,6
4413,45,30,24,0,0,11250,3750,10,6
4414,45,30,24,0,0,11250,5625,10,6
4415,45,30,24,0,0,11250,7500,10,6
4416,45,30,24,0,0,15000,-7500,10,6
4417,45,30,24,0,0,15000,-5625,10,6
4418,45,30,24,0,0,15000,3750,10,6
4419,45,30,24,0,0,15000,5625,10,6
4420,45,30,24,0,0,15000,7500,10,6
4421,45,60,24,0,0,-15000,-7500,10,6
4422,45,60,24,0,0,-15000,-5625,10,6
4423,45,60,24,0,0,-15000,3750,10,6
4424,45,60,24,0,0,-15000,5625,10,6
4425,45,60,24,0,0,-15000,7500,10,6
4426,45,60,24,0,0,-11250,-7500,10,6
4427,45,60,24,0,0,-11250,-5625,10,6
4428,45,60,24,0,0,-11250,3750,10,6
4429,45,60,24,0,0,-11250,5625,10,6
4430,45,60,24,0,0,-11250,7500,10,6
4431,45,60,24,0,0,7500,-7500,10,6
4432,45,60,24,0,0,7500,-5625,10,6
4433,45,60,24,0,0,7500,3750,10,6
4434,45,60,24,0,0,7500,5625,10,6
4435,45,60,24,0,0,7500,7500,10,6
4436,45,60,24,0,0,11250,-7500,10,6
4437,45,60,24,0,0,11250,-5625,10,6
4438,45,60,24,0,0,11250,3750,10,6
4439,45,60,24,0,0,11250,5625,10,6
4440,45,60,24,0,0,11250,7500,10,6
4441,45,60,24,0,0,15000,-7500,10,6
4442,45,60,24,0,0,15000,-5625,10,6
4443,45,60,24,0,0,15000,3750,10,6
4444,45,60,24,0,0,15000,5625,10,6
4445,45,60,24,0,0,15000,7500,10,6
4446,150,-45,24,0,0,-15000,-7500,10,6
4447,150,-45,24,0,0,-15000,-5625,10,6
4448,150,-45,24,0,0,-15000,3750,10,6
4449,150,-45,24,0,0,-15000,5625,10,6
4450,150,-45,24,0,0,-15000,7500,10,6
4451,150,-45,24,0,0,-11250,-7500,10,6
4452,150,-45,24,0,0,-11250,-5625,10,6
4453,150,-45,24,0,0,-11250,3750,10,6
4454,150,-45,24,0,0,-11250,5625,10,6
4455,150,-45,24,0,0,-11250,7500,10,6
4456,150,-45,24,0,0,7500,-7500,10,6
4457,150,-45,24,0,0,7500,-5625,10,6
4458,150,-45,24,0,0,7500,3750,10,6
4459,150,-45,24,0,0,7500,5625,10,6
4460,150,-45,24,0,0,7500,7500,10,6
4461,150,-45,24,0,0,11250,-7500,10,6
4462,150,-45,24,0,0,11250,-5625,10,6
4463,150,-45,24,0,0,11250,3750,10,6
4464,150,-45,24,0,0,11250,5625,10,6
4465,150,-45,24,0,0,11250,7500,10,6
4466,150,-45,24,0,0,15000,-7500,10,6
4467,150,-45,24,0,0,15000,-5625,10,6
4468,150,-45,24,0,0,15000,3750,10,6
4469,150,-45,24,0,0,15000,5625,10,6
4470,150,-45,24,0,0,15000,7500,10,6
4471,150,0,24,0,0,-15000,-7500,10,6
4472,150,0,24,0,0,-15000,-5625,10,6
4473,150,0,24,0,0,-15000,3750,10,6
4474,150,0,24,0,0,-15000,5625,10,6
4475,150,0,24,0,0,-15000,7500,10,6
4476,150,0,24,0,0,-11250,-7500,10,6
4477,150,0,24,0,0,-11250,-5625,10,6
4478,150,0,24,0,0,-11250,3750,10,6
4479,150,0,24,0,0,-11250,5625,10,6
4480,150,0,24,0,0,-11250,7500,10,6
4481,150,0,24,0,0,7500,-7500,10,6
4482,150,0,24,0,0,7500,-5625,10,6
4483,150,0,24,0,0,7500,3750,10,6
4484,150,0,24,0,0,7500,5625,10,6
4485,150,0,24,0,0,7500,7500,10,6
4486,150,0,24,0,0,11250,-7500,10,6
4487,150,0,24,0,0,11250,-5625,10,6
4488,150,0,24,0,0,11250,3750,10,6
4489,150,0,24,0,0,11250,5625,10,6
4490,150,0,24,0,0,11250,7500,10,6
4491,150,0,24,0,0,15000,-7500,10,6
4492,150,0,24,0,0,15000,-5625,10,6
4493,150,0,24,0,0,15000,3750,10,6
4494,150,0,24,0,0,15000,5625,10,6
4495,150,0,24,0,0,15000,7500,10,6
4496,150,45,24,0,0,-15000,-7500,10,6
4497,150,45,24,0,0,-15000,-5625,10,6
4498,150,45,24,0,0,-15000,3750,10,6
4499,150,45,24,0,0,-15000,5625,10,6
4500,150,45,24,0,0,-15000,7500,10,6
4501,150,45,24,0,0,-11250,-7500,10,6
4502,150,45,24,0,0,-11250,-5625,10,6
4503,150,45,24,0,0,-11250,3750,10,6
4504,150,45,24,0,0,-11250,5625,10,6
4505,150,45,24,0,0,-11250,7500,10,6
4506,150,45,24,0,0,7500,-7500,10,6
4507,150,45,24,0,0,7500,-5625,10,6
4508,150,45,24,0,0,7500,3750,10,6
4509,150,45,24,0,0,7500,5625,10,6
4510,150,45,24,0,0,7500,7500,10,6
4511,150,45,24,0,0,11250,-7500,10,6
4512,150,45,24,0,0,11250,-5625,10,6
4513,150,45,24,0,0,11250,3750,10,6
4514,150,45,24,0,0,11250,5625,10,6
4515,150,45,24,0,0,11250,7500,10,6
4516,150,45,24,0,0,15000,-7500,10,6
4517,150,45,24,0,0,15000,-5625,10,6
4518,150,45,24,0,0,15000,3750,10,6
4519,150,45,24,0,0,15000,5625,10,6
4520,150,45,24,0,0,15000,7500,10,6
4521,165,-30,24,0,0,-15000,-7500,10,6
4522,165,-30,24,0,0,-15000,-5625,10,6
4523,165,-30,24,0,0,-15000,3750,10,6
4524,165,-30,24,0,0,-15000,5625,10,6
4525,165,-30,24,0,0,-15000,7500,10,6
4526,165,-30,24,0,0,-11250,-7500,10,6
4527,165,-30,24,0,0,-11250,-5625,10,6
4528,165,-30,24,0,0,-11250,3750,10,6
4529,165,-30,24,0,0,-11250,5625,10,6
4530,165,-30,24,0,0,-11250,7500,10,6
4531,165,-30,24,0,0,7500,-7500,10,6
4532,165,-30,24,0,0,7500,-5625,10,6
4533,165,-30,24,0,0,7500,3750,10,6
4534,165,-30,24,0,0,7500,5625,10,6
4535,165,-30,24,0,0,7500,7500,10,6
4536,165,-30,24,0,0,11250,-7500,10,6
4537,165,-30,24,0,0,11250,-5625,10,6
4538,165,-30,24,0,0,11250,3750,10,6
4539,165,-30,24,0,0,11250,5625,10,6
4540,165,-30,24,0,0,11250,7500,10,6
4541,165,-30,24,0,0,15000,-7500,10,6
4542,165,-30,24,0,0,15000,-5625,10,6
4543,165,-30,24,0,0,15000,3750,10,6
4544,165,-30,24,0,0,15000,5625,10,6
4545,165,-30,24,0,0,15000,7500,10,6
4546,165,30,24,0,0,-15000,-7500,10,6
4547,165,30,24,0,0,-15000,-5625,10,6
4548,165,30,24,0,0,-15000,3750,10,6
4549,165,30,24,0,0,-15000,5625,10,6
4550,165,30,24,0,0,-15000,7500,10,6
4551,165,30,24,0,0,-11250,-7500,10,6
4552,165,30,24,0,0,-11250,-5625,10,6
4553,165,30,24,0,0,-11250,3750,10,6
4554,165,30,24,0,0,-11250,5625,10,6
4555,165,30,24,0,0,-11250,7500,10,6
4556,165,30,24,0,0,7500,-7500,10,6
4557,165,30,24,0,0,7500,-5625,10,6
4558,165,30,24,0,0,7500,3750,10,6
4559,165,30,24,0,0,7500,5625,10,6
4560,165,30,24,0,0,7500,7500,10,6
4561,165,30,24,0,0,11250,-7500,10,6
4562,165,30,24,0,0,11250,-5625,10,6
4563,165,30,24,0,0,11250,3750,10,6
4564,165,30,24,0,0,11250,5625,10,6
4565,165,30,24,0,0,11250,7500,10,6
4566,165,30,24,0,0,15000,-7500,10,6
4567,165,30,24,0,0,15000,-5625,10,6
4568,165,30,24,0,0,15000,3750,10,6
4569,165,30,24,0,0,15000,5625,10,6
4570,165,30,24,0,0,15000,7500,10,6
4571,180,-45,24,0,0,-15000,-7500,10,6
4572,180,-45,24,0,0,-15000,-5625,10,6
4573,180,-45,24,0,0,-15000,3750,10,6
4574,180,-45,24,0,0,-15000,5625,10,6
4575,180,-45,24,0,0,-15000,7500,10,6
4576,180,-45,24,0,0,-11250,-7500,10,6
4577,180,-45,24,0,0,-11250,-5625,10,6
4578,180,-45,24,0,0,-11250,3750,10,6
4579,180,-45,24,0,0,-11250,5625,10,6
4580,180,-45,24,0,0,-11250,7500,10,6
4581,180,-45,24,0,0,7500,-7500,10,6
4582,180,-45,24,0,0,7500,-5625,10,6
4583,180,-45,24,0,0,7500,3750,10,6
4584,180,-45,24,0,0,7500,5625,10,6
4585,180,-45,24,0,0,7500,7500,10,6
4586,180,-45,24,0,0,11250,-7500,10,6
4587,180,-45,24,0,0,11250,-5625,10,6
4588,180,-45,24,0,0,11250,3750,10,6
4589,180,-45,24,0,0,11250,5625,10,6
4590,180,-45,24,0,0,11250,7500,10,6
4591,180,-45,24,0,0,15000,-7500,10,6
4592,180,-45,24,0,0,15000,-5625,10,6
4593,180,-45,24,0,0,15000,3750,10,6
4594,180,-45,24,0,0,15000,5625,10,6
4595,180,-45,24,0,0,15000,7500,10,6
4596,180,0,24,0,0,-15000,-7500,10,6
4597,180,0,24,0,0,-15000,-5625,10,6
4598,180,0,24,0,0,-15000,3750,10,6
4599,180,0,24,0,0,-15000,5625,10,6
4600,180,0,24,0,0,-15000,7500,10,6
4601,180,0,24,0,0,-11250,-7500,10,6
4602,180,0,24,0,0,-11250,-5625,10,6
4603,180,0,24,0,0,-11250,3750,10,6
4604,180,0,24,0,0,-11250,5625,10,6
4605,180,0,24,0,0,-11250,7500,10,6
4606,180,0,24,0,0,7500,-7500,10,6
4607,180,0,24,0,0,7500,-5625,10,6
4608,180,0,24,0,0,7500,3750,10,6
4609,180,0,24,0,0,7500,5625,10,6
4610,180,0,24,0,0,7500,7500,10,6
4611,180,0,24,0,0,11250,-7500,10,6
4612,180,0,24,0,0,11250,-5625,10,6
4613,180,0,24,0,0,11250,3750,10,6
4614,180,0,24,0,0,11250,5625,10,6
4615,180,0,24,0,0,11250,7500,10,6
4616,180,0,24,0,0,15000,-7500,10,6
4617,180,0,24,0,0,15000,-5625,10,6
4618,180,0,24,0,0,15000,3750,10,6
4619,180,0,24,0,0,15000,5625,10,6
4620,180,0,24,0,0,15000,7500,10,6
4621,180,45,24,0,0,-15000,-7500,10,6
4622,180,45,24,0,0,-15000,-5625,10,6
4623,180,45,24,0,0,-15000,3750,10,6
4624,180,45,24,0,0,-15000,5625,10,6
4625,180,45,24,0,0,-15000,7500,10,6
4626,180,45,24,0,0,-11250,-7500,10,6
4627,180,45,24,0,0,-11250,-5625,10,6
4628,180,45,24,0,0,-11250,3750,10,6
4629,180,45,24,0,0,-11250,5625,10,6
4630,180,45,24,0,0,-11250,7500,10,6
4631,180,45,24,0,0,7500,-7500,10,6
4632,180,45,24,0,0,7500,-5625,10,6
4633,180,45,24,0,0,7500,3750,10,6
4634,180,45,24,0,0,7500,5625,10,6
4635,180,45,24,0,0,7500,7500,10,6
4636,180,45,24,0,0,11250,-7500,10,6
4637,180,45,24,0,0,11250,-5625,10,6
4638,180,45,24,0,0,11250,3750,10,6
4639,180,45,24,0,0,11250,5625,10,6
4640,180,45,24,0,0,11250,7500,10,6
4641,180,45,24,0,0,15000,-7500,10,6
4642,180,45,24,0,0,15000,-5625,10,6
4643,180,45,24,0,0,15000,3750,10,6
4644,180,45,24,0,0,15000,5625,10,6
4645,180,45,24,0,0,15000,7500,10,6
